Ticker,Name,Sector,Industry,Definition
DHANUKA,Dhanuka Agritech Limited,Agrochemicals,Agrochemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
DHARMAJ,Dharmaj Crop Guard Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
DHUNINV,Dhunseri Investments Limited,INVESTMENT COMPANIES,INVESTMENT COMPANIES,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
DIAMINESQ,Diamines  & Chemicals Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
DIAMONDYD,Prataap Snacks Limited,Packaged Foods,Packaged Foods,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
DICIND,DIC India Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
DIGISPICE,DiGiSPICE Technologies Limited,Telecommunications Equipment,Telecommunications Equipment,"Companies providing fixed line and
cellular telecom services"
DIL,Debock Industries Limited,Producer Manufacturing,Producer Manufacturing,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
DISHTV,Dish TV India Limited,Broadcasting & Cable TV,Broadcasting & Cable TV,"Companies engaged in marketing and/ or
transportation of gases"
DIVGIITTS,Divgi Torqtransfer Systems Limited,Producer Manufacturing,Producer Manufacturing,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
DIVISLAB,Divi's Laboratories Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
DIXON,Dixon Technologies (India) Limited,Consumer Electronics,Consumer Electronics,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
DJML,DJ Mediaprint & Logistics Limited,Commercial Services,Commercial Services,"Companies providing dredging and related
services"
DLF,DLF Limited,Realty,Realty,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
DLINKINDIA,D-Link (India) Limited,Networking Equipment,Networking Equipment,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
DMART,Avenue Supermarts Limited,Department Stores,Department Stores,"Companies providing dredging and related
services"
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Process Industries,Process Industries,"Companies providing dredging and related
services"
DODLA,Dodla Dairy Limited,DIARY PRODUCTS,DIARY PRODUCTS,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
DOLLAR,Dollar Industries Limited,Apparels & Accessories,Apparels & Accessories,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
DONEAR,Donear Industries Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
DPABHUSHAN,D. P. Abhushan Limited,GEMS  / JEWELLERY & WATCHES,GEMS  / JEWELLERY & WATCHES,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
DPSCLTD,DPSC Limited,Electric Utilities - GENERATION,Electric Utilities - GENERATION,"Companies engaged into water supply and
management"
DPWIRES,D P Wires Limited,IRON & STEEL PRODUCTS,IRON & STEEL PRODUCTS,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
DREAMFOLKS,Dreamfolks Services Limited,Transportation,Transportation,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
DRREDDY,Dr. Reddy's Laboratories Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
DSSL,Dynacons Systems & Solutions Limited,IT Consulting & Application Software,IT Consulting & Application Software,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
DTIL,Dhunseri Tea & Industries Limited,Tea & Coffee,Tea & Coffee,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
DVL,Dhunseri Ventures Limited,Other Food Products,Other Food Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
DWARKESH,Dwarikesh Sugar Industries Limited,Sugar,Sugar,"Manufacturers and distributors of bicycles
and tricycles"
DYCL,Dynamic Cables Limited,Producer Manufacturing,Producer Manufacturing,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
DYNAMATECH,Dynamatic Technologies Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
DYNPRO,Dynemic Products Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
EASEMYTRIP,Easy Trip Planners Limited,Travel Support Services,Travel Support Services,"Companies providing dredging and related
services"
ECLERX,eClerx Services Limited,BPO / ITeS,BPO / ITeS,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
EDELWEISS,Edelweiss Financial Services Limited,Holding Companies,Holding Companies,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
EICHERMOT,Eicher Motors Limited,2/3 Wheelers,2/3 Wheelers,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
EIDPARRY,EID Parry India Limited,Sugar,Sugar,"Manufacturers and distributors of bicycles
and tricycles"
EIFFL,Euro India Fresh Foods Limited,CONSUMER FOOD,CONSUMER FOOD,Producers and distributors of edible oil
EIHAHOTELS,EIH Associated Hotels Limited,Hotels,Hotels,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
EIHOTEL,EIH Limited,Hotels,Hotels,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
EIMCOELECO,Eimco Elecon (India) Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
EKC,Everest Kanto Cylinder Limited, Industrial Products, Industrial Products,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
ELDEHSG,Eldeco Housing And Industries Limited,Finance,Finance,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
ELECON,Elecon Engineering Company Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
ELECTCAST,Electrosteel Castings Limited, Industrial Products, Industrial Products,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
ELGIEQUIP,Elgi Equipments Limited,Industrial Machinery,Industrial Machinery,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
ELGIRUBCO,Elgi Rubber Company Limited,Rubber Products,Rubber Products,Producers and distributors of edible oil
ELIN,Elin Electronics Limited,Electronic Technology,Electronic Technology,"Companies engaged in software
development, IT consulting and data
analytics"
EMAMILTD,Emami Limited,Personal Products,Personal Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
EMAMIPAP,Emami Paper Mills Limited,Paper & Paper Products,Paper & Paper Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
EMIL,Electronics Mart India Limited,Retail Trade,Retail Trade,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
EMMBI,Emmbi Industries Limited,Containers & Packaging,Containers & Packaging,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
EMUDHRA,eMudhra Limited,Technology Services,Technology Services,"Companies providing dredging and related
services"
ENDURANCE,Endurance Technologies Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
ENGINERSIN,Engineers India Limited,Consulting Services,Consulting Services,"Companies providing dredging and related
services"
ENIL,Entertainment Network (India) Limited,Broadcasting & Cable TV,Broadcasting & Cable TV,"Companies engaged in marketing and/ or
transportation of gases"
EPL,EPL Limited,Containers & Packaging,Containers & Packaging,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
EQUITASBNK,Equitas Small Finance Bank Limited,BANKS - PVT,BANKS - PVT,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
ERIS,Eris Lifesciences Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
EROSMEDIA,Eros International Media Limited,Movies & Entertainment,Movies & Entertainment,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
ESABINDIA,Esab India Limited, Industrial Goods, Industrial Goods,Producers and distributors of edible oil
